Opn_Id;TRet_Id;Defauls
2088;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2094;03;Tâche, nuance coloris
2385;63;"Point d’arrêt début ou fin de couture non fait "
2375;74;Manque Accessoire
2285;20;"Grignage couture, Embu "
2074;42;Mesures : Laminette décolleté, pinces, assemblage gorge, surpiqûre gorge, baleines dos : >ou <3mm hors tolérance 
5050;73;"Vignette non conforme "
1565;74;Manque Accessoire
2361;06;Point mal réglé (aspect)
2101;45;Fourniture ou article coupé ou troué 
5031;54;"Inversion Bonnets (devant/dos)  "
2377;45;Fourniture ou article coupé ou troué 
2245;47;"Echappée de couture autre que glaçage : "
2365;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2191;74;Manque Accessoire
2312;66;Symétrie des mesures non respectés >2mm (décoché)
2221;45;Fourniture ou article coupé ou troué 
2213;06;Point mal réglé (aspect)
2339;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2594;45;Fourniture ou article coupé ou troué 
2320;22;"Nombre de points >1pt ou < 1pt par rapport au nombre de points demandé  "
2087;08;Qualité des surpiqûres
2322;66;Symétrie des mesures non respectés >2mm (décoché)
2339;72;"Décalage de couture côté >1mm  "
2396;49;"Point sauté >1 point sur la recouvrement "
2375;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2497;44;Couture déformée, retournée
2254;47;"Echappée de couture autre que glaçage : "
2079;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2040;08;Qualité des surpiqûres
5054;06;Point mal réglé (aspect)
2223;44;Couture déformée, retournée
2150;46;Craquage de couture 
2287;03;Tâche, nuance coloris
2201;45;Fourniture ou article coupé ou troué 
2176;47;"Echappée de couture autre que glaçage : "
1118;72;"Décalage de couture côté >1mm  "
5027;47;"Echappée de couture autre que glaçage : "
2210;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2020;49;"Point sauté >1 point sur la recouvrement "
5046;64;"Point mal réglé (qui glisse) "
2083;05;Point sauté ( 1 seul point et sauf recouvrement)
2472;47;"Echappée de couture autre que glaçage : "
2120;44;Couture déformée, retournée
2186;70;"Plis sur couture "
2125;47;"Echappée de couture autre que glaçage : "
2579;46;Craquage de couture 
2250;44;Couture déformée, retournée
2047;03;Tâche, nuance coloris
2361;72;"Décalage de couture côté >1mm  "
2340;64;"Point mal réglé (qui glisse) "
2164;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2191;44;Couture déformée, retournée
2220;62;"Pose agrafage sans point d’arrêt "
1123;21;"Echappée de couture glaçage "
2118;63;"Point d’arrêt début ou fin de couture non fait "
2301;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2034;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2117;70;"Plis sur couture "
2263;72;"Décalage de couture côté >1mm  "
1565;44;Couture déformée, retournée
2388;44;Couture déformée, retournée
5025;58;"Armature inversée  "
2218;02;Mauvais épluchage (poste de dégarnissage)
2247;70;"Plis sur couture "
2315;47;"Echappée de couture autre que glaçage : "
2300;06;Point mal réglé (aspect)
2472;75;Séparateur incliné
2350;71;"Non respect de cran ou de la ligne des creux   "
2209;70;"Plis sur couture "
TACHE;64;"Point mal réglé (qui glisse) "
2445;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2238;06;Point mal réglé (aspect)
2262;46;Craquage de couture 
2418;45;Fourniture ou article coupé ou troué 
2120;08;Qualité des surpiqûres
2097;46;Craquage de couture 
2331;45;Fourniture ou article coupé ou troué 
2047;70;"Plis sur couture "
2493;03;Tâche, nuance coloris
2316;05;Point sauté ( 1 seul point et sauf recouvrement)
5030;03;Tâche, nuance coloris
2252;64;"Point mal réglé (qui glisse) "
2240;44;Couture déformée, retournée
5040;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
5020;55;"Erreur de taille de bonnet  "
2388;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2375;44;Couture déformée, retournée
2544;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2269;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2050;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2164;44;Couture déformée, retournée
2047;71;"Non respect de cran ou de la ligne des creux   "
2425;47;"Echappée de couture autre que glaçage : "
2269;20;"Grignage couture, Embu "
2005;65;"Point d’arrêt défectueux (non piqué) "
2230;47;"Echappée de couture autre que glaçage : "
2373;49;"Point sauté >1 point sur la recouvrement "
2005;07;Bretelle mal positionnée sur SG autre que balconnet
2474;03;Tâche, nuance coloris
2381;05;Point sauté ( 1 seul point et sauf recouvrement)
2133;06;Point mal réglé (aspect)
2125;54;"Inversion Bonnets (devant/dos)  "
5050;07;Bretelle mal positionnée sur SG autre que balconnet
2094;70;"Plis sur couture "
2165;44;Couture déformée, retournée
5040;59;"Jeu d’armature > 1.5cm ou 0cm "
2584;47;"Echappée de couture autre que glaçage : "
2071;72;"Décalage de couture côté >1mm  "
TROU;45;Fourniture ou article coupé ou troué 
2133;42;Mesures : Laminette décolleté, pinces, assemblage gorge, surpiqûre gorge, baleines dos : >ou <3mm hors tolérance 
2280;49;"Point sauté >1 point sur la recouvrement "
5031;47;"Echappée de couture autre que glaçage : "
2172;05;Point sauté ( 1 seul point et sauf recouvrement)
2201;54;"Inversion Bonnets (devant/dos)  "
2291;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2140;57;"Erreur taille armature  "
1570;03;Tâche, nuance coloris
2140;01;Mesures
2210;63;"Point d’arrêt début ou fin de couture non fait "
2020;64;"Point mal réglé (qui glisse) "
2388;74;Manque Accessoire
2590;08;Qualité des surpiqûres
5040;73;"Vignette non conforme "
2190;57;"Erreur taille armature  "
2185;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2287;70;"Plis sur couture "
2073;46;Craquage de couture 
2083;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2079;05;Point sauté ( 1 seul point et sauf recouvrement)
2300;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2352;46;Craquage de couture 
2040;46;Craquage de couture 
2254;45;Fourniture ou article coupé ou troué 
2383;47;"Echappée de couture autre que glaçage : "
2104;70;"Plis sur couture "
2339;06;Point mal réglé (aspect)
2416;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2827;21;"Echappée de couture glaçage "
2325;64;"Point mal réglé (qui glisse) "
2300;44;Couture déformée, retournée
TACHE;02;Mauvais épluchage (poste de dégarnissage)
5037;45;Fourniture ou article coupé ou troué 
5060;47;"Echappée de couture autre que glaçage : "
2079;20;"Grignage couture, Embu "
2133;72;"Décalage de couture côté >1mm  "
2152;04;Défaut dentelle, broderie, fourniture
2074;06;Point mal réglé (aspect)
2589;49;"Point sauté >1 point sur la recouvrement "
5025;02;Mauvais épluchage (poste de dégarnissage)
2010;04;Défaut dentelle, broderie, fourniture
2255;05;Point sauté ( 1 seul point et sauf recouvrement)
2164;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2004;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2291;47;"Echappée de couture autre que glaçage : "
2220;49;"Point sauté >1 point sur la recouvrement "
2007;63;"Point d’arrêt début ou fin de couture non fait "
2420;75;Séparateur incliné
2454;04;Défaut dentelle, broderie, fourniture
2030;72;"Décalage de couture côté >1mm  "
2375;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2238;72;"Décalage de couture côté >1mm  "
5050;65;"Point d’arrêt défectueux (non piqué) "
2361;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2316;73;"Vignette non conforme "
2377;47;"Echappée de couture autre que glaçage : "
2016;20;"Grignage couture, Embu "
5025;51;"Solidité des nœuds "
2024;08;Qualité des surpiqûres
2105;04;Défaut dentelle, broderie, fourniture
2331;03;Tâche, nuance coloris
2281;47;"Echappée de couture autre que glaçage : "
2079;54;"Inversion Bonnets (devant/dos)  "
2150;44;Couture déformée, retournée
2072;46;Craquage de couture 
2077;45;Fourniture ou article coupé ou troué 
2335;70;"Plis sur couture "
2164;72;"Décalage de couture côté >1mm  "
5050;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2140;46;Craquage de couture 
2346;44;Couture déformée, retournée
5020;21;"Echappée de couture glaçage "
2452;05;Point sauté ( 1 seul point et sauf recouvrement)
2375;72;"Décalage de couture côté >1mm  "
2504;70;"Plis sur couture "
2324;45;Fourniture ou article coupé ou troué 
2397;45;Fourniture ou article coupé ou troué 
2531;44;Couture déformée, retournée
2170;63;"Point d’arrêt début ou fin de couture non fait "
2252;05;Point sauté ( 1 seul point et sauf recouvrement)
2127;47;"Echappée de couture autre que glaçage : "
2316;54;"Inversion Bonnets (devant/dos)  "
2049;74;Manque Accessoire
2029;45;Fourniture ou article coupé ou troué 
2016;21;"Echappée de couture glaçage "
5072;54;"Inversion Bonnets (devant/dos)  "
2032;45;Fourniture ou article coupé ou troué 
5020;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
1122;47;"Echappée de couture autre que glaçage : "
5050;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
5040;70;"Plis sur couture "
2138;70;"Plis sur couture "
5037;61;"Bretelle ou barrette vissée  "
2579;44;Couture déformée, retournée
5020;59;"Jeu d’armature > 1.5cm ou 0cm "
2007;04;Défaut dentelle, broderie, fourniture
2319;64;"Point mal réglé (qui glisse) "
2397;63;"Point d’arrêt début ou fin de couture non fait "
2318;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
5035;05;Point sauté ( 1 seul point et sauf recouvrement)
2209;06;Point mal réglé (aspect)
1565;72;"Décalage de couture côté >1mm  "
2419;47;"Echappée de couture autre que glaçage : "
2363;47;"Echappée de couture autre que glaçage : "
2170;45;Fourniture ou article coupé ou troué 
2005;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2097;44;Couture déformée, retournée
2316;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2381;54;"Inversion Bonnets (devant/dos)  "
2221;47;"Echappée de couture autre que glaçage : "
2314;45;Fourniture ou article coupé ou troué 
2094;06;Point mal réglé (aspect)
2070;72;"Décalage de couture côté >1mm  "
2079;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2189;64;"Point mal réglé (qui glisse) "
2250;72;"Décalage de couture côté >1mm  "
5050;71;"Non respect de cran ou de la ligne des creux   "
2419;75;Séparateur incliné
1108;64;"Point mal réglé (qui glisse) "
2101;47;"Echappée de couture autre que glaçage : "
2365;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2218;67;Symétrie des mesures non respectés  > 3mm (transversale, Laminette décolleté, Barrettes, Bandes), sauf décolleté coque ou spacer voir tolérance fiche technique)
2312;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2388;72;"Décalage de couture côté >1mm  "
2191;72;"Décalage de couture côté >1mm  "
2345;70;"Plis sur couture "
2218;05;Point sauté ( 1 seul point et sauf recouvrement)
2190;46;Craquage de couture 
2383;01;Mesures
1111;46;Craquage de couture 
2049;44;Couture déformée, retournée
2338;44;Couture déformée, retournée
2418;47;"Echappée de couture autre que glaçage : "
2001;65;"Point d’arrêt défectueux (non piqué) "
2385;64;"Point mal réglé (qui glisse) "
5046;65;"Point d’arrêt défectueux (non piqué) "
2381;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2104;66;Symétrie des mesures non respectés >2mm (décoché)
2340;65;"Point d’arrêt défectueux (non piqué) "
2040;44;Couture déformée, retournée
2210;20;"Grignage couture, Embu "
2215;74;Manque Accessoire
2370;08;Qualité des surpiqûres
2133;09;Longueur point d’arrêt (sans échappé, sans trou, non coupé)
2207;47;"Echappée de couture autre que glaçage : "
2073;44;Couture déformée, retournée
2105;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2331;47;"Echappée de couture autre que glaçage : "
2221;63;"Point d’arrêt début ou fin de couture non fait "
2083;54;"Inversion Bonnets (devant/dos)  "
5030;06;Point mal réglé (aspect)
2007;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
1096;70;"Plis sur couture "
2071;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2493;06;Point mal réglé (aspect)
2244;45;Fourniture ou article coupé ou troué 
2398;61;"Bretelle ou barrette vissée  "
2110;05;Point sauté ( 1 seul point et sauf recouvrement)
2826;47;"Echappée de couture autre que glaçage : "
2095;20;"Grignage couture, Embu "
2419;45;Fourniture ou article coupé ou troué 
5020;64;"Point mal réglé (qui glisse) "
2140;04;Défaut dentelle, broderie, fourniture
2380;03;Tâche, nuance coloris
2218;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2318;06;Point mal réglé (aspect)
2215;44;Couture déformée, retournée
2014;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
5054;72;"Décalage de couture côté >1mm  "
2493;64;"Point mal réglé (qui glisse) "
TROU;03;Tâche, nuance coloris
2201;47;"Echappée de couture autre que glaçage : "
2319;06;Point mal réglé (aspect)
2004;54;"Inversion Bonnets (devant/dos)  "
2185;71;"Non respect de cran ou de la ligne des creux   "
2183;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
5030;64;"Point mal réglé (qui glisse) "
5060;61;"Bretelle ou barrette vissée  "
2210;21;"Echappée de couture glaçage "
2218;49;"Point sauté >1 point sur la recouvrement "
2594;47;"Echappée de couture autre que glaçage : "
2254;03;Tâche, nuance coloris
2474;06;Point mal réglé (aspect)
2140;20;"Grignage couture, Embu "
2300;72;"Décalage de couture côté >1mm  "
2473;70;"Plis sur couture "
5072;25;"Fil  > 1cm pour les postes sur machine coupe fil "
2127;45;Fourniture ou article coupé ou troué 
2420;47;"Echappée de couture autre que glaçage : "
2381;73;"Vignette non conforme "
1600;70;"Plis sur couture "
2318;64;"Point mal réglé (qui glisse) "
2544;46;Craquage de couture 
2325;49;"Point sauté >1 point sur la recouvrement "
1510;04;Défaut dentelle, broderie, fourniture
2543;64;"Point mal réglé (qui glisse) "
5025;10;"L’armature non poussée "
2185;70;"Plis sur couture "
2472;03;Tâche, nuance coloris
2189;06;Point mal réglé (aspect)
2140;21;"Echappée de couture glaçage "
2315;03;Tâche, nuance coloris
2381;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
5040;71;"Non respect de cran ou de la ligne des creux   "
2240;72;"Décalage de couture côté >1mm  "
2050;42;Mesures : Laminette décolleté, pinces, assemblage gorge, surpiqûre gorge, baleines dos : >ou <3mm hors tolérance 
2170;75;Séparateur incliné
5037;47;"Echappée de couture autre que glaçage : "
2335;71;"Non respect de cran ou de la ligne des creux   "
2020;05;Point sauté ( 1 seul point et sauf recouvrement)
2210;04;Défaut dentelle, broderie, fourniture
2833;63;"Point d’arrêt début ou fin de couture non fait "
2005;54;"Inversion Bonnets (devant/dos)  "
2052;45;Fourniture ou article coupé ou troué 
2077;47;"Echappée de couture autre que glaçage : "
2183;70;"Plis sur couture "
5037;63;"Point d’arrêt début ou fin de couture non fait "
2141;72;"Décalage de couture côté >1mm  "
2005;08;Qualité des surpiqûres
2474;04;Défaut dentelle, broderie, fourniture
2118;46;Craquage de couture 
2338;72;"Décalage de couture côté >1mm  "
5050;08;Qualité des surpiqûres
2581;05;Point sauté ( 1 seul point et sauf recouvrement)
2425;54;"Inversion Bonnets (devant/dos)  "
2040;72;"Décalage de couture côté >1mm  "
2200;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2110;22;"Nombre de points >1pt ou < 1pt par rapport au nombre de points demandé  "
2590;72;"Décalage de couture côté >1mm  "
2247;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2031;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2271;66;Symétrie des mesures non respectés >2mm (décoché)
2381;70;"Plis sur couture "
2324;47;"Echappée de couture autre que glaçage : "
2029;47;"Echappée de couture autre que glaçage : "
2072;44;Couture déformée, retournée
TACHE;65;"Point d’arrêt défectueux (non piqué) "
2210;02;Mauvais épluchage (poste de dégarnissage)
2117;06;Point mal réglé (aspect)
2134;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2124;47;"Echappée de couture autre que glaçage : "
1096;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2209;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2115;70;"Plis sur couture "
2183;71;"Non respect de cran ou de la ligne des creux   "
2229;06;Point mal réglé (aspect)
2262;72;"Décalage de couture côté >1mm  "
2314;47;"Echappée de couture autre que glaçage : "
2544;44;Couture déformée, retournée
5004;74;Manque Accessoire
2201;63;"Point d’arrêt début ou fin de couture non fait "
2190;44;Couture déformée, retournée
2011;45;Fourniture ou article coupé ou troué 
2246;70;"Plis sur couture "
1111;44;Couture déformée, retournée
2247;06;Point mal réglé (aspect)
5005;44;Couture déformée, retournée
2385;46;Craquage de couture 
5072;70;"Plis sur couture "
2007;64;"Point mal réglé (qui glisse) "
2052;75;Séparateur incliné
2083;60;"Bretelle mal positionnée sur balconnet "
2280;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2280;45;Fourniture ou article coupé ou troué 
2185;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2497;72;"Décalage de couture côté >1mm  "
2170;03;Tâche, nuance coloris
2320;20;"Grignage couture, Embu "
2032;47;"Echappée de couture autre que glaçage : "
2399;70;"Plis sur couture "
2211;72;"Décalage de couture côté >1mm  "
2589;45;Fourniture ou article coupé ou troué 
2330;47;"Echappée de couture autre que glaçage : "
2104;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2355;47;"Echappée de couture autre que glaçage : "
2040;42;Mesures : Laminette décolleté, pinces, assemblage gorge, surpiqûre gorge, baleines dos : >ou <3mm hors tolérance 
2408;49;"Point sauté >1 point sur la recouvrement "
2352;72;"Décalage de couture côté >1mm  "
1111;74;Manque Accessoire
2320;21;"Echappée de couture glaçage "
5020;23;"Décalage agrafage "
2355;75;Séparateur incliné
5035;65;"Point d’arrêt défectueux (non piqué) "
1557;04;Défaut dentelle, broderie, fourniture
2336;04;Défaut dentelle, broderie, fourniture
2220;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2172;70;"Plis sur couture "
2320;44;Couture déformée, retournée
2150;72;"Décalage de couture côté >1mm  "
5020;46;Craquage de couture 
2050;69;"Coque cassée "
2190;74;Manque Accessoire
2011;75;Séparateur incliné
2544;20;"Grignage couture, Embu "
2080;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2007;02;Mauvais épluchage (poste de dégarnissage)
2325;65;"Point d’arrêt défectueux (non piqué) "
2436;05;Point sauté ( 1 seul point et sauf recouvrement)
2024;06;Point mal réglé (aspect)
2316;70;"Plis sur couture "
2194;47;"Echappée de couture autre que glaçage : "
2220;45;Fourniture ou article coupé ou troué 
2080;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
5004;44;Couture déformée, retournée
2359;70;"Plis sur couture "
2340;05;Point sauté ( 1 seul point et sauf recouvrement)
2104;06;Point mal réglé (aspect)
5027;56;"Erreur référence armature  "
2248;04;Défaut dentelle, broderie, fourniture
5040;08;Qualité des surpiqûres
2200;45;Fourniture ou article coupé ou troué 
2007;46;Craquage de couture 
5050;70;"Plis sur couture "
2269;54;"Inversion Bonnets (devant/dos)  "
2083;61;"Bretelle ou barrette vissée  "
2210;46;Craquage de couture 
5020;04;Défaut dentelle, broderie, fourniture
2185;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
5999;61;"Bretelle ou barrette vissée  "
2215;42;Mesures : Laminette décolleté, pinces, assemblage gorge, surpiqûre gorge, baleines dos : >ou <3mm hors tolérance 
2144;45;Fourniture ou article coupé ou troué 
2578;70;"Plis sur couture "
2370;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2005;70;"Plis sur couture "
2335;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
5025;65;"Point d’arrêt défectueux (non piqué) "
2189;66;Symétrie des mesures non respectés >2mm (décoché)
2269;43;Mesures : Elastiquage dessous de bras, basque, taille, cuisse > ou < 5mm hors tolérance 
2483;72;"Décalage de couture côté >1mm  "
2095;46;Craquage de couture 
2330;45;Fourniture ou article coupé ou troué 
2404;60;"Bretelle mal positionnée sur balconnet "
5019;65;"Point d’arrêt défectueux (non piqué) "
5053;62;"Pose agrafage sans point d’arrêt "
2087;72;"Décalage de couture côté >1mm  "
2370;06;Point mal réglé (aspect)
2215;72;"Décalage de couture côté >1mm  "
2365;70;"Plis sur couture "
2397;47;"Echappée de couture autre que glaçage : "
5040;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2170;47;"Echappée de couture autre que glaçage : "
2543;04;Défaut dentelle, broderie, fourniture
2454;49;"Point sauté >1 point sur la recouvrement "
2073;72;"Décalage de couture côté >1mm  "
2108;49;"Point sauté >1 point sur la recouvrement "
2593;45;Fourniture ou article coupé ou troué 
2380;01;Mesures
5021;47;"Echappée de couture autre que glaçage : "
2210;64;"Point mal réglé (qui glisse) "
2276;45;Fourniture ou article coupé ou troué 
2313;65;"Point d’arrêt défectueux (non piqué) "
2285;73;"Vignette non conforme "
2244;47;"Echappée de couture autre que glaçage : "
2581;49;"Point sauté >1 point sur la recouvrement "
5005;74;Manque Accessoire
2318;04;Défaut dentelle, broderie, fourniture
2090;45;Fourniture ou article coupé ou troué 
2310;44;Couture déformée, retournée
TACHE;24;"Fil  > 3mm pour les postes à couper à ras "
2362;47;"Echappée de couture autre que glaçage : "
2244;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2220;65;"Point d’arrêt défectueux (non piqué) "
2016;66;Symétrie des mesures non respectés >2mm (décoché)
2325;45;Fourniture ou article coupé ou troué 
5025;75;Séparateur incliné
2079;03;Tâche, nuance coloris
2083;70;"Plis sur couture "
2269;58;"Armature inversée  "
2247;20;"Grignage couture, Embu "
2052;47;"Echappée de couture autre que glaçage : "
2352;04;Défaut dentelle, broderie, fourniture
1111;06;Point mal réglé (aspect)
2134;45;Fourniture ou article coupé ou troué 
2372;44;Couture déformée, retournée
5028;61;"Bretelle ou barrette vissée  "
2049;04;Défaut dentelle, broderie, fourniture
1565;02;Mauvais épluchage (poste de dégarnissage)
2241;45;Fourniture ou article coupé ou troué 
2016;44;Couture déformée, retournée
2105;74;Manque Accessoire
1123;70;"Plis sur couture "
1111;64;"Point mal réglé (qui glisse) "
2323;73;"Vignette non conforme "
2280;65;"Point d’arrêt défectueux (non piqué) "
2220;47;"Echappée de couture autre que glaçage : "
2361;49;"Point sauté >1 point sur la recouvrement "
2316;03;Tâche, nuance coloris
2544;64;"Point mal réglé (qui glisse) "
5019;47;"Echappée de couture autre que glaçage : "
2170;05;Point sauté ( 1 seul point et sauf recouvrement)
TACHE;45;Fourniture ou article coupé ou troué 
2211;04;Défaut dentelle, broderie, fourniture
2094;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2263;49;"Point sauté >1 point sur la recouvrement "
5005;72;"Décalage de couture côté >1mm  "
2474;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2086;06;Point mal réglé (aspect)
2452;45;Fourniture ou article coupé ou troué 
1557;46;Craquage de couture 
2185;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2314;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2096;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2117;21;"Echappée de couture glaçage "
2104;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2252;45;Fourniture ou article coupé ou troué 
2373;47;"Echappée de couture autre que glaçage : "
2011;53;"Valeur de couture assemblage et montage bonnet  > ou < 1mm "
2397;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2177;72;"Décalage de couture côté >1mm  "
2473;48;Point sauté (à partir de 2 points) sur la même couture sauf recouvrement
2164;02;Mauvais épluchage (poste de dégarnissage)
2190;64;"Point mal réglé (qui glisse) "
2011;65;"Point d’arrêt défectueux (non piqué) "
2285;70;"Plis sur couture "
9100;46;Craquage de couture 
2324;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
2047;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2110;47;"Echappée de couture autre que glaçage : "
2218;45;Fourniture ou article coupé ou troué 
2445;02;Mauvais épluchage (poste de dégarnissage)
2320;72;"Décalage de couture côté >1mm  "
5049;70;"Plis sur couture "
5050;01;Mesures
2007;44;Couture déformée, retournée
2193;45;Fourniture ou article coupé ou troué 
2170;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
5053;04;Défaut dentelle, broderie, fourniture
2209;46;Craquage de couture 
2011;47;"Echappée de couture autre que glaçage : "
5035;45;Fourniture ou article coupé ou troué 
2105;44;Couture déformée, retournée
2004;70;"Plis sur couture "
2370;20;"Grignage couture, Embu "
2150;04;Défaut dentelle, broderie, fourniture
2123;47;"Echappée de couture autre que glaçage : "
5050;23;"Décalage agrafage "
2370;54;"Inversion Bonnets (devant/dos)  "
2031;45;Fourniture ou article coupé ou troué 
5060;63;"Point d’arrêt début ou fin de couture non fait "
5020;66;Symétrie des mesures non respectés >2mm (décoché)
2589;47;"Echappée de couture autre que glaçage : "
2287;68;Symétrie >5mm (dessous de bras, basques, haut dos, cuisse)
2110;75;Séparateur incliné
2201;73;"Vignette non conforme "
2140;06;Point mal réglé (aspect)
2310;64;"Point mal réglé (qui glisse) "
5999;63;"Point d’arrêt début ou fin de couture non fait "
2200;47;"Echappée de couture autre que glaçage : "
5030;46;Craquage de couture 
2287;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2493;46;Craquage de couture 
5053;72;"Décalage de couture côté >1mm  "
2543;52;"Valeur de couture > ou = 2mm par rapport à la valeur demandée "
2030;22;"Nombre de points >1pt ou < 1pt par rapport au nombre de points demandé  "
2493;08;Qualité des surpiqûres
2095;44;Couture déformée, retournée
2050;02;Mauvais épluchage (poste de dégarnissage)
2104;20;"Grignage couture, Embu "
2083;63;"Point d’arrêt début ou fin de couture non fait "
2032;50;"Raccord sur toute couture sauf le glaçage, montage ou assemblage à la piqueuse plate (coutures cachées) "
5040;23;"Décalage agrafage "
2210;44;Couture déformée, retournée
2020;45;Fourniture ou article coupé ou troué 
2380;73;"Vignette non conforme "
2140;74;Manque Accessoire
2346;72;"Décalage de couture côté >1mm  "
2370;21;"Echappée de couture glaçage "
2318;46;Craquage de couture 
2090;47;"Echappée de couture autre que glaçage : "
2215;04;Défaut dentelle, broderie, fourniture
1108;46;Craquage de couture 
2355;65;"Point d’arrêt défectueux (non piqué) "
2134;75;Séparateur incliné
2543;46;Craquage de couture 
1058;47;"Echappée de couture autre que glaçage : "
2310;42;Mesures : Laminette décolleté, pinces, assemblage gorge, surpiqûre gorge, baleines dos : >ou <3mm hors tolérance 
2189;46;Craquage de couture 
5025;45;Fourniture ou article coupé ou troué 
2030;49;"Point sauté >1 point sur la recouvrement "
2330;65;"Point d’arrêt défectueux (non piqué) "
2423;70;"Plis sur couture "
2106;72;"Décalage de couture côté >1mm  "
2285;63;"Point d’arrêt début ou fin de couture non fait "
